,loss,mse,val_loss,val_mse
69,0.05458487197756767,0.02945561334490776,0.27482232451438904,0.24997326731681824
70,0.05356384068727493,0.029013093560934067,0.26994800567626953,0.2456565946340561
71,0.05359163135290146,0.029598858207464218,0.3044290840625763,0.2807011902332306
72,0.05428047105669975,0.03082001395523548,0.248320072889328,0.22509147226810455
73,0.049336694180965424,0.02636008895933628,0.2321050465106964,0.20936952531337738
74,0.051321789622306824,0.02883995696902275,0.26017528772354126,0.2379383146762848
75,0.04855400696396828,0.026551345363259315,0.25569164752960205,0.23391608893871307
76,0.05008717253804207,0.02854902483522892,0.22907555103302002,0.20778171718120575
77,0.04908955469727516,0.027991754934191704,0.2254176139831543,0.20453347265720367
78,0.04749632626771927,0.026820415630936623,0.23137660324573517,0.21093611419200897
79,0.04751124233007431,0.02724701724946499,0.2208026647567749,0.2007366269826889
80,0.048213180154561996,0.028328577056527138,0.24373272061347961,0.22402086853981018
81,0.04793659970164299,0.028412185609340668,0.2857500910758972,0.2664299011230469
82,0.047422848641872406,0.028251470997929573,0.229899600148201,0.21089226007461548
83,0.043857675045728683,0.025024646893143654,0.2602574825286865,0.24159012734889984
84,0.04628046974539757,0.02777455560863018,0.2091359794139862,0.1907937377691269
85,0.04436807334423065,0.02618102729320526,0.25156861543655396,0.23352466523647308
86,0.04489406943321228,0.02702241577208042,0.22554616630077362,0.20781880617141724
87,0.044000424444675446,0.026432309299707413,0.2975476384162903,0.2800832986831665
88,0.04291759803891182,0.02563786879181862,0.20668762922286987,0.1895589381456375
89,0.042655281722545624,0.025667209178209305,0.3294467031955719,0.3126294016838074
90,0.04320797696709633,0.026483559980988503,0.23487034440040588,0.21831050515174866
91,0.04044320434331894,0.023985395208001137,0.2209685742855072,0.2046521157026291
92,0.0413304902613163,0.02513497695326805,0.1981692612171173,0.18209846317768097
93,0.04235690459609032,0.026410194113850594,0.2439507693052292,0.22813290357589722
94,0.040977418422698975,0.02526000887155533,0.2059711366891861,0.1903759390115738
95,0.04202693700790405,0.026546431705355644,0.22866283357143402,0.2132583111524582
96,0.039664629846811295,0.02438914217054844,0.22129197418689728,0.20610745251178741
97,0.03970510512590408,0.024639124050736427,0.19450992345809937,0.17956581711769104
98,0.039289746433496475,0.024439698085188866,0.23795072734355927,0.22320999205112457
99,0.038669947534799576,0.024021847173571587,0.22980523109436035,0.21527262032032013
